turn_id,meeting_id,speaker_id,next_speaker_id,utterance_text,pause_duration_ms,speech_duration_ms,num_words,last_token,ends_with_punctuation,has_question_word,syntactic_completeness_score,is_backchannel,is_interruption,label_end_of_turn,source_corpus,label_source
ami_001387,EN2002b,D,D,", we should be able to have that highlighting happen . I don't know . I don't Anyways",1670,5700,15,anyways,0,0,0.53,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001388,EN2002b,D,C,should be able to have that highlighting happen . I don't know . I don't Anyways Okay .,480,7470,15,okay,1,1,1.0,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001389,EN2002b,C,C,sort of pane made by NITE . So I am not sure what it's called now . Um,2410,4579,16,um,0,0,0.45,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001390,EN2002b,C,C,pane made by NITE . So I am not sure what it's called now . Um Um some,1230,8100,16,some,0,0,0.45,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001391,EN2002b,B,C,"It's called a NITE text pane or something , isn't it ? Is it ?",329,2880,12,it,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001392,EN2002b,C,C,"No , I'm sure it hasn't got pane in it . NITE",1299,3589,10,nite,0,0,0.53,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001393,EN2002b,B,C,"Text area or something something like that , yeah .",940,2639,8,yeah,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001394,EN2002b,C,B,"yep . NOM text there is alright . Yeah , why what's NOM anyway ? NITE Oh .",519,7700,13,oh,1,1,1.0,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001395,EN2002b,D,A,"Yeah , why . Yeah . Okay , that makes sense .",409,4660,7,sense,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001396,EN2002b,B,A,". Yeah . NITE object model , I think . NITE object model , I think that's what",1170,11019,13,what,0,0,0.53,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001397,EN2002b,B,B,With the um,1740,869,3,um,0,0,0.37,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001398,EN2002b,A,B,"No , we haven't .",480,720,3,haven't,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001399,EN2002b,B,D,"write it back to H_T_M_L_ I mean X_M_L_ , if we take if we did the processing .",1529,4450,21,processing,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001400,EN2002b,B,D,There's a blop of text . Text file .,799,2970,7,file,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001401,EN2002b,D,B,"'cause then we need all the other data if we wanna keep it a transcript , right .",589,2550,16,right,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001402,EN2002b,A,D,"Yeah , that's true .",449,1070,3,true,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001403,EN2002b,C,B,there ? I mean I thought we'd we'd just selectively selectively write the X_M_L_ that we've got .,1710,5200,18,got,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001404,EN2002b,C,B,So as as opposed to,259,1729,5,to,0,0,0.1,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001405,EN2002b,A,A,"I mean , we're not really uh well , I mean",1430,2509,9,mean,0,0,0.1,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001406,EN2002b,A,A,"not really uh well , I mean we're not gonna do much more than just look at the",1450,6370,17,the,0,0,0.45,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001407,EN2002b,A,C,"with disfluencies , 'cause we're not gonna search it and we're not gonna like listen to it .",960,5160,16,it,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001408,EN2002b,A,B,it and we're not gonna like listen to it . Since we're not doing the audio thing .,1369,6600,16,thing,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001409,EN2002b,B,A,"probably , 'cause it will look just black and white . Unless you want as dark colouring .",210,3539,15,colouring,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001410,EN2002b,B,D,"No no , I don't think that's I think it's true .",299,2189,10,true,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001411,EN2002b,C,B,"meetings are not endlessly long , it's just words , and to print all of them out selectively",1250,4979,16,selectively,0,0,0.53,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001412,EN2002b,B,C,"It does it on the fly anyway , didn't it . So",309,1410,10,so,0,0,0.45,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001413,EN2002b,B,A,. So So then just goes through it and says if this word equals that then print .,730,5009,16,print,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001414,EN2002b,C,B,Yeah . Um,460,1899,2,um,0,0,0.37,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001415,EN2002b,B,C,Just a bunch of if statements is,970,1360,7,is,0,0,0.53,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001416,EN2002b,C,C,"do it together with with uh the transcription with the original transcription , have them run parallel .",1699,5440,16,parallel,1,1,0.92,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001417,EN2002b,C,C,"print it only on one . But I mean that's that's , you know , fancy , but",2650,3160,14,but,0,0,0.1,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001418,EN2002b,B,C,. You just fatten the code out a bit . I It would be the same thing .,1240,3379,15,thing,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001419,EN2002b,C,B,"the , you know , the chop file , then you don't ever have to produce it .",230,3609,14,it,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001420,EN2002b,B,C,"And they can't yeah , exactly .",418,2069,5,exactly,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001421,EN2002b,C,C,", you know , the chop file , then you don't ever have to produce it . .",501,3648,13,it,1,0,0.8,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001422,EN2002b,B,D,"if statements when they fast if statements , aren't they . This is loads of if statements .",230,5319,15,statements,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001423,EN2002b,D,B,"to do that , right ? Although on the fly it's typic it's it's typically pretty fun .",459,3810,15,fun,1,1,1.0,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001424,EN2002b,D,B,"Yeah , okay . Yeah .",480,1559,3,yeah,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001425,EN2002b,B,D,"gonna be s Java , trying to do s it was just so complicated it was ridiculous .",1919,4059,16,ridiculous,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001426,EN2002b,D,B,"Yeah , okay . Are you serious ?",519,1819,5,serious,1,1,1.0,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001427,EN2002b,B,D,object models like the NITE thing and getting all bizarre w weird things . It was mad .,750,6769,16,mad,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001428,EN2002b,D,D,". So I might uh try and contact them , see if there's , I don't know ,",1370,4190,14,know,0,0,0.45,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001429,EN2002b,D,D,". Just to get things , I don't know , moving at a higher level I guess .",1460,3170,14,guess,1,0,0.88,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001430,EN2002b,D,D,guess . It seems it'd be more interesting to use it as a a real developer would .,1670,6339,16,would,1,0,0.88,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001431,EN2002b,D,C,"a little tinkering here and there and just adding couple things and , I don't know . So",1200,3879,16,so,0,0,0.45,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001432,EN2002b,C,D,"That's what programming is all about , I'm afraid .",610,2220,8,afraid,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001433,EN2002b,D,A,"ideas and then just , yeah , bringing those to reality . Yeah . I don't know .",440,10719,13,know,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001434,EN2002b,A,C,I have a friend there too .,549,1769,6,too,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001435,EN2002b,D,C,Hmm . Hmm . Yeah .,470,4259,3,yeah,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001436,EN2002b,D,C,"Um that's about the only issue I have with on the fly , whether it's fast enough .",569,3470,16,enough,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001437,EN2002b,D,B,it's just if it's loading the file and doing all the rest and processing the p Yeah .,720,6539,17,yeah,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001438,EN2002b,B,D,"Yeah , it's always it's , is it .",350,1769,6,it,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001439,EN2002b,B,D,"just a it's just a for loop , really . Should be fine , yeah . Yeah .",1140,4740,13,yeah,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001440,EN2002b,D,D,Yeah . Whether it runs out of memory . Hmm .,1519,4470,8,hmm,1,0,0.88,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001441,EN2002b,C,B,So should we all write um a letter or two about future work as well ?,1610,3440,15,well,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001442,EN2002b,B,C,"Yeah , I included a future work in my own section . But",289,2599,11,but,0,0,0.18,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001443,EN2002b,D,B,Yeah yeah .,689,320,2,yeah,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001444,EN2002b,D,D,"Right . Actually yeah , that makes sense .",1319,1960,6,sense,1,0,0.88,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001445,EN2002b,C,B,"Maybe . Yeah , that's right . Yeah . Yeah , maybe . Maybe .",250,4759,8,maybe,1,0,0.53,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001446,EN2002b,D,B,"Yeah , I know what you mean .",200,890,6,mean,1,0,0.53,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001447,EN2002b,C,D,"Mm yeah , maybe you're right . No .",269,1840,6,no,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001448,EN2002b,D,C,Oh that's true .,1230,980,3,true,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001449,EN2002b,D,B,Hmm 'kay .,470,950,2,kay,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001450,EN2002b,C,A,"Sounds good . Anything else anyone wants to talk about ? We're all half-asleep , aren't we ?",2470,7590,14,we,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001451,EN2002b,C,A,Burnt out .,1115,609,2,out,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001452,EN2002b,D,C,Yeah . Snore . Okay .,410,7509,3,okay,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001453,EN2002b,B,D,You stick it together . She'll shine it .,430,1569,7,it,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001454,EN2002b,D,C,"look over , try and get it as good as I think that we yeah . Okay .",930,5819,15,okay,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001455,EN2002b,D,B,Purely a formality .,210,1529,3,formality,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001456,EN2002b,A,D,thought was wrong in English or whatever . It like no . That's not that or whatever .,1450,7549,15,whatever,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001457,EN2002b,D,A,"Right . Okay , we're changing dialogue back to hello Jean . No . Okay .",440,8370,11,okay,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001458,EN2002b,C,D,Okay . Sounds good . I haven't used my pen .,269,9660,8,pen,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001459,EN2002b,A,D,"sad . I write wrote like four lines of whatever . Um yeah , twelve thirty tomorrow with",309,8549,15,with,0,0,0.1,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001460,EN2002b,D,C,"Oh , oh , right , okay .",240,1590,4,okay,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001461,EN2002b,C,B,Oh God .,650,679,2,god,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001462,EN2002b,B,D,S Steve-O_ .,2069,2569,2,steve-o,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001463,EN2002b,D,A,"Well , I thought you had tomorrow off .",880,2720,7,off,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001464,EN2002c,C,A,Hmm . Did you wanna take a look at comments . There's more uh,1760,4479,12,uh,0,0,0.45,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001465,EN2002c,A,B,Did we get seven out of ten for the other one ?,419,3289,11,one,1,1,1.0,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001466,EN2002c,B,C,Yep . It's going uh .,1950,4409,4,uh,1,0,0.72,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001467,EN2002c,C,B,Oh ? Okay .,2260,729,2,okay,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001468,EN2002c,B,A,Okay . Sure .,280,3000,2,sure,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001469,EN2002c,B,C,just said the same things you just said .,329,1650,8,said,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001470,EN2002c,B,A,So how we're getting along ?,1980,1179,5,along,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001471,EN2002c,A,A,? Um it has some sort of highlighting stuff there . So you should probably look at the,2639,5069,16,the,0,1,0.57,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001472,EN2002c,A,C,"I'm not sure if it's in-built though , to be honest .",620,1949,10,honest,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001473,EN2002c,A,B,"it . Yeah , I w I was thinking about uh I was going that direction anyway .",330,4349,15,anyway,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001474,EN2002c,B,A,but that's why I wanted to know how ho what's the easiest way to have the data .,200,3340,17,data,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001475,EN2002c,A,B,Uh what should it come back as ?,459,2810,7,as,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001476,EN2002c,C,B,"with a name , certain properties or a list of properties , a vector . Whatever . Um",689,4390,14,um,0,0,0.45,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001477,EN2002c,B,A,"Yeah , exactly . Exactly .",259,1970,3,exactly,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001478,EN2002c,A,B,Um so what will whenever we open a window for one speaker um,2560,8430,13,um,0,0,0.45,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001479,EN2002c,B,B,See that's the ca How did we Can I have a look at that again ?,2000,3550,15,again,1,1,1.0,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001480,EN2002c,B,C,All I have to do is get the dialogue acts . I don't think that'll be difficult .,620,2609,16,difficult,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001481,EN2002c,B,A,how is this box populated ? Is it populated by the one present or the one highlighted ?,1490,3700,16,highlighted,1,1,1.0,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001482,EN2002c,A,B,one present . Although we could do th mm we could do the one highlighted I suppose .,2029,5810,16,suppose,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001483,EN2002c,B,A,"Meetings . Yeah , yeah .",300,1909,3,yeah,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001484,EN2002c,B,A,"Yep . Yeah yeah , that would be easy as well , yeah .",379,2100,10,yeah,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001485,EN2002c,A,B,pick the one that s looks the most interesting . So do you wanna do that then ?,360,4350,16,then,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001486,EN2002c,A,B,"Yeah . Yeah . Yeah , definitely .",259,2890,4,definitely,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001487,EN2002c,A,B,". Yeah , definitely . So yeah , random things like just like return talking time . Or",300,7339,13,or,0,0,0.1,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001488,EN2002c,B,A,". Get talk time I think it's called at the moment , something like that , yeah .",250,2480,14,yeah,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001489,EN2002c,A,A,". So yeah , random things like just like return talking time . Or Yeah . Good .",1729,10009,13,good,1,0,0.8,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001490,EN2002c,C,B,"Right , okay .",289,399,2,okay,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001491,EN2002c,C,B,"Right , okay . Okay .",269,2129,3,okay,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001492,EN2002c,B,A,. But that would be that would cause a problem with anything that wasn't annotated for topics .,1059,3639,16,topics,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001493,EN2002c,C,B,"just return a null or a blank or a blank string or something , yeah . Yeah .",329,4879,15,yeah,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001494,EN2002c,C,B,Hmm . Alright .,360,1799,2,alright,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001495,EN2002c,A,B,popping open a window which gives you a list of all the meetings containing that topic . So,720,5269,17,so,0,0,0.45,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001496,EN2002c,A,B,Yeah . Yep .,209,2020,2,yep,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001497,EN2002c,C,B,Yeah . Right . Okay . It's a good idea .,219,3100,7,idea,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001498,EN2002c,B,A,who and what problem or what topics were in what . So it doesn't crash the thing .,449,4240,16,thing,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001499,EN2002c,B,A,"No no , but I don't think that'll be too difficult .",379,1589,10,difficult,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001500,EN2002c,A,B,"So have you done these yet , the no . Mm just gotta decide on what we wanna",289,5519,16,wanna,0,0,0.45,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001501,EN2002c,B,C,"yeah . I thought the other stuff was more important anyway , so I did that first .",270,4639,15,first,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001502,EN2002c,A,B,", definitely . Yeah . So it's all all usable now , can I do it tonight ?",299,8760,13,tonight,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001503,EN2002c,B,A,all the processing has to be done over again . And I haven't quite finished it . So,1299,2570,16,so,0,0,0.45,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001504,EN2002c,C,B,Yeah . Yeah .,509,2350,2,yeah,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001505,EN2002c,A,B,"just the yeah , but it's not gonna take very long . I mean it's m yeah .",490,4860,15,yeah,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001506,EN2002c,B,B,"presuming . Ju just the That , yeah . The text box . 'Cause that doesn't Okay .",2139,6330,13,okay,1,0,0.8,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001507,EN2002c,B,A,have done all of this stuff too first . 'Cause otherwise the objects won't be the same .,639,4049,16,same,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001508,EN2002c,A,C,Mm . Hmm .,279,2930,2,hmm,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001509,EN2002c,B,A,"No , it's on my home directory .",1050,1370,6,directory,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001510,EN2002c,B,A,", I haven't global yet . When it's finished up global , otherwise it would get confusing .",339,3210,14,confusing,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001511,EN2002c,C,A,Um what do you mean ?,429,929,5,mean,1,1,0.57,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001512,EN2002c,C,A,"Well yeah , just the one thing that's like the action for loading up the search thing .",399,3620,16,thing,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001513,EN2002c,A,C,"now ? Or Oh , okay , so not the actual one but a copy of it .",450,4909,14,it,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001514,EN2002c,A,C,"Okay , yeah . No , I just",250,1579,5,just,0,0,0.53,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001515,EN2002c,A,C,if th if the one in the one in the shared one has changed . So Okay .,500,3820,16,okay,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001516,EN2002c,C,A,". So yeah . Um yeah , I'll just make that one and I'll let you know .",1060,3579,14,know,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001517,EN2002c,A,C,"Yeah , let me know .",279,750,4,know,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001518,EN2002c,C,A,"um for the other ones . So It goes in and highlights , 'cause that's I know .",480,7049,15,know,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001519,EN2002c,A,A,"they wrote about it . They've got like user highlights , um selection highlights , time highlights and",1569,6740,15,and,0,0,0.1,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001520,EN2002c,A,A,"it . They've got like user highlights , um selection highlights , time highlights and something else .",2179,8509,14,else,1,0,0.8,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001521,EN2002c,A,C,", you just do area dot set highlights or something , you know . Something like that .",1649,4189,14,that,1,0,0.45,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001522,EN2002c,C,A,Okay . Right .,860,2959,2,right,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001523,EN2002c,C,A,Okay . Right . Okay .,219,5740,3,okay,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001524,EN2002c,A,C,"That's the way I did it to to highlight , to cross-highlight between topic and then transcripts .",1759,5139,16,transcripts,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001525,EN2002c,A,C,"I did it to to highlight , to cross-highlight between topic and then transcripts . Sorta thing .",2069,7250,15,thing,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001526,EN2002c,C,B,load each of these ten corp corpora just to um do the individual next uh N_X_T_ search ?,399,6029,19,search,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001527,EN2002c,C,A,"Right , okay . Okay .",1019,3560,3,okay,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001528,EN2002c,C,A,Oh yeah . Okay .,240,1299,3,okay,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001529,EN2002c,A,B,I can feel that in now . The windows are all there now after lots of fiddling .,370,4610,16,fiddling,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001530,EN2002c,B,A,"Oh , they're done , are they ? Okay , cool .",230,1480,7,cool,1,1,1.0,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001531,EN2002c,B,A,", they're done , are they ? Okay , cool . They pop up . Uh yeah .",769,4629,11,yeah,1,1,0.92,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001532,EN2002c,C,A,Okay . Oh .,379,1740,2,oh,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001533,EN2002c,A,B,"the whatever it's called , the the top of the window saying welcome to the meeting browser .",289,4660,16,browser,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001534,EN2002c,C,B,Hmm . Right .,350,1299,2,right,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001535,EN2002c,B,A,"me a meeting , load me a search , load me something else . Whistle a tune .",1250,3890,14,tune,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001536,EN2002c,A,C,", um with all the and that because it's it's the dialogue class that you use there .",799,7839,16,there,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001537,EN2002c,C,B,"Right . Well we can put the logic in a , yeah .",319,3050,10,yeah,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001538,EN2002c,A,B,Oh . Does it ? Oh . Oh ju just bec mm .,210,4629,9,mm,1,1,1.0,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001539,EN2002c,C,B,put a check in there . And if it hasn't loaded then force him to load one .,310,3419,16,one,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001540,EN2002c,B,A,list of of meetings and then use one of those to load a search . But you won't,340,7649,17,won't,0,0,0.53,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001541,EN2002c,C,B,Mm-hmm . Yeah . Mm-hmm .,920,3349,3,mm-hmm,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001542,EN2002c,C,A,"Unless they know what meeting it is . Well yeah , it's hard to Yeah .",880,5470,13,yeah,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001543,EN2002c,A,B,"two options , either pick one meeting or search globally to find a meeting that they like .",380,6039,16,like,1,0,0.45,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001544,EN2002c,C,C,"go through the Well no , t like to load up Like the thing is that I think",1559,5019,17,think,0,0,0.45,0,0,0,AMI Meeting Corpus,proxy_next_speaker_change
ami_001545,EN2002c,C,B,"at all on this . Yeah . Okay , right , yeah . That's true , yeah .",1240,3519,11,yeah,1,0,0.88,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001546,EN2002c,B,C,"Exactly , yeah .",360,619,2,yeah,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001547,EN2002c,A,B,"Well yeah , th that's always gonna be the case with search .",509,2069,11,search,1,0,0.8,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
ami_001548,EN2002c,B,C,"only gives one at a time anyway , doesn't it ? 'Cause otherwise you'll crash the thing .",359,2870,15,thing,1,1,1.0,0,0,1,AMI Meeting Corpus,proxy_next_speaker_change
